lib32-sdl_ttf 2.0.11-5
lib32-smpeg 0.4.5-3
lib32-sqlite 3.36.0-1
lib32-systemd 249.7-1
lib32-tdb 1.4.5-1
lib32-util-linux 2.37.2-1
lib32-vulkan-icd-loader 1.2.199-1
lib32-vulkan-intel 21.2.5-1
lib32-wayland 1.19.0-2
lib32-xz 5.2.5-2
lib32-zlib 1.2.11-3
lib32-zstd 1.5.0-2
libabw 0.1.3-2
libadwaita 1.0.0.alpha.4-1
libaio 0.3.112-2
libao 1.2.2-5
libappindicator-gtk2 12.10.0.r296-1
libappindicator-gtk3 12.10.0.r296-1
libarchive 3.5.2-1
libart-lgpl 2.3.21-5
libass 0.15.2-1
libassuan 2.5.5-1
libasyncns 0.8+3+g68cd5af-3
libatasmart 0.19-5
libatomic_ops 7.6.12-1
libavc1394 0.5.4-4
libavif 0.9.3-1
libavtp 0.1.0-2
libblockdev 2.26-1
libbluray 1.3.0-1
libbpf 0.5.0-1
libbs2b 3.1.0-7
libbsd 0.11.3-1
libbytesize 2.6-1
libcaca 0.99.beta20-1
libcacard 2.7.0-2
libcanberra 0.30+2+gc0620e4-5
libcap 2.61-1
libcap-ng 0.8.2-3
libcbor 0.8.0-1
libcddb 1.3.2-6
libcdio 2.1.0-2
libcdio-paranoia 10.2+2.0.1-2
libcdr 0.1.7-3
libcerf 1:1.17-1
libchamplain 0.12.20-2
libcheese 41.1-1
libclc 13.0.0-1
libcloudproviders 0.3.1-2
libcmis 0.5.2-8
libcolord 1.4.5-4
libconfig 1.7.3-1
libcroco 0.6.13-2
libcryptui 3.12.2+55+ged3b12af-1
libcue 2.2.1-2
libcups 1:2.4.0-4
libcurl-compat 7.80.0-1
libcurl-gnutls 7.80.0-1
libdaemon 0.14-5
libdatrie 0.2.13-1
libdazzle 3.42.0.1-1
libdbusmenu-glib 16.04.0-4
libdbusmenu-gtk2 16.04.0-4
libdbusmenu-gtk3 16.04.0-4
libdbusmenu-qt5 0.9.3+16.04.20160218-6
libdc1394 2.2.6-2
libdca 0.0.7-1
libde265 1.0.8-1
libdmapsharing 2.9.39-3
libdrm 2.4.109-1
libdv 1.0.0-9
libdvbpsi 1:1.3.3-2
libdvdnav 6.1.1-1
libdvdread 6.1.2-1
libe-book 0.1.3-10
libebml 1.4.2-1
libedit 20210910_3.1-1
libelf 0.186-1
libepoxy 1.5.9-1
libepubgen 0.1.1-2
libetonyek 0.1.10-1
libev 4.33-1
libevdev 1.12.0-1
libevdevplus-git v0.1.0.r5.ge863df2-1
libevent 2.1.12-1
libexif 0.6.24-1
libexttextcat 3.4.6-1
libfakekey 0.3-2
libfdk-aac 2.0.2-1
libffi 3.4.2-4
libfido2 1.9.0-1
libfontenc 1.1.4-3
libfprint 1.94.2-1
libfreeaptx 0.1.1-1
libfreehand 0.1.2-3
libftdi 1.5-2
libgcrypt 1.9.4-1
libgcrypt15 1.5.6-4
libgdata 0.18.1-1
libgdm 41.0+r15+g23ebe617-1
libgee 0.20.4-1
libgepub 0.6.0-2
libgexiv2 0.14.0-1
libgit2 1:1.3.0-1
libgit2-glib 0.99.0.1-7
libgksu 2.0.12-9
libglade 2.6.4-8
libglvnd 1.3.4-1
libgme 0.6.3-1
libgnome-games-support 1.8.2-1
libgnome-keyring 3.12.0+13+g4f8ab73-3
libgnomekbd 3.26.1+2+g8d02ebd-2
libgovirt 0.3.8-1
libgpg-error 1.43-1
libgphoto2 2.5.27-1
libgrss 0.7.0+16+g971c421-3
libgsf 1.14.47-1
libgssglue 0.4-4
libgtop 2.40.0+2+g31db82ef-2
libgudev 237-1
libgusb 0.3.8-1
libgweather 40.0-1
libgxps 0.3.2-1
libhandy 1.4.0-1
libhandy0 0.0.13+12+gaa6b6f4-3
libheif 1.12.0-2
libibus 1.5.25-3
libical 3.0.11-2
libice 1.0.10-3
libid3tag 0.15.1b-11
libidn 1.38-1
libidn11 1.33-2
libidn2 2.3.2-1
libiec61883 1.2.0-6
libieee1284 0.2.11-11
libimagequant 2.17.0-1
libimobiledevice 1.3.0-3
libindicator-gtk2 12.10.1-9
libindicator-gtk3 12.10.1-9
libinih 53-1
libinput-git 1.19.1.r1.g89cd0f99-1
libinstpatch 1.1.6-1
libiptcdata 1.0.4-5
libiscsi 1.19.0-2
libixion 0.16.1-6
libjcat 0.1.9-1
libjpeg-turbo 2.1.2-1
libjpeg6-turbo 1.5.3-2
libkate 0.4.1-7
libkeybinder3 0.3.2-3
libksba 1.6.0-1
liblangtag 0.6.3-2
libldac 2.0.2.3-1
libldap 2.6.0-2
liblouis 3.19.0-1
liblqr 0.4.2-3
liblrdf 0.6.1-4
libluv 1.42.0-1
libmad 0.15.1b-9
libmanette 0.2.6-2
libmatroska 1.6.3-1
libmaxminddb 1.6.0-1
libmbim 1.26.2-1
libmd 1.0.4-1
libmediaart 1.9.5-1
libmfx 21.3.2-1
libmicrodns 0.2.0-1
libmicrohttpd 0.9.73-1
libmikmod 3.3.11.1-4
libmm-glib 1.18.4-1
libmms 0.6.4-3
libmng 2.0.3-3
libmnl 1.0.4-3
libmodplug 0.8.9.0-3
libmp4v2 5.0.1-1
libmpack 1.0.5-3
libmpc 1.2.1-1
libmpcdec 1:0.1+r475-3
libmpdclient 2.20-1
libmpeg2 0.5.1-7
libmspack 1:0.10.1alpha-3
libmspub 0.1.4-11
libmtp 1.1.19-1
libmusicbrainz5 5.1.0-4
libmwaw 0.3.20-1
libmypaint 1.6.1-1
libnatpmp 20150609-3
libnautilus-extension 41.1-1
libndp 1.8-1
libnet 1:1.1.6-1
libnetfilter_conntrack 1.0.8-1
libnewt 0.52.21-6
libnfnetlink 1.0.1-4
libnfs 4.0.0-4
libnftnl 1.2.1-1
libnghttp2 1.46.0-1
libnice 0.1.18-2
libnl 3.5.0-3
libnm 1.32.12-1
libnma 1.8.32-1
libnotify 0.7.9-2
libnsl 2.0.0-1
libnss_nis 3.1-3
libnumbertext 1.0.7-1
liboauth 1.0.3+14+g186fb14-2
libodfgen 0.1.8-1
libofa 0.9.3-9
libogg 1.3.5-1
libomxil-bellagio 0.9.3-3
liborcus 0.16.1-7
libosinfo 1.9.0-1
libp11-kit 0.24.0-2
libpackagekit-glib 1.2.4-1
libpagemaker 0.0.4-2
libpam-google-authenticator 1.09-1
libpaper 1.1.28-1
libpcap 1.10.1-1
libpciaccess 0.16-2
libpeas 1.30.0-1
libpgm 5.3.128-1
libphonenumber 8.12.37-1
libpipeline 1.5.4-1
libpipewire02 0.2.7-2
libplacebo 3.120.3-3
libplist 2.2.0-3
libpng 1.6.37-3
libpng12 1.2.59-2
libportal 0.4-1
libproxy 0.4.17-3
libpsl 0.21.1-1
libpst 0.6.76-3
libpulse 15.0-1
libpwquality 1.4.4-3
libqalculate 3.22.0-1
libqmi 1.30.2-1
libqrtr-glib 1.2.0-1
libquvi 0.9.4-6
libquvi-scripts 0.9.20131130-5
libqxp 0.0.2-7
libraqm 0.7.2-2
libraw 0.20.2-1
libraw1394 2.1.2-3
libreoffice-fresh 7.2.3-1
librevenge 0.0.4-3
librsvg 2:2.52.4-1
librtmp0 2.4-5
libsamplerate 0.2.2-1
libsasl 2.1.27-3
libsass 3.6.5-2
libseccomp 2.5.3-1
libsecret 0.20.4-1
libshout 1:2.4.5-1
libsigc++ 2.10.7-2
libsigsegv 2.13-1
libslirp 4.6.1-1
libsm 1.2.3-2
libsmbios 2.4.3-3
libsndfile 1.0.31-1
libsodium 1.0.18-2
libsoup 2.74.2-1
libsoup3 3.0.3-1
libsoxr 0.1.3-2
libspectre 0.2.9-2
libspiro 1:20200505-2
libsrtp 1:2.4.2-1
libssh 0.9.6-1
libssh2 1.10.0-1
libstaroffice 0.0.7-1
libstemmer 2.2.0-1
libsynctex 2021.58686-4
libtar 1.2.20-6
libtasn1 4.18.0-1
libteam 1.31-3
libtermkey 0.22-2
libthai 0.1.28-2
libtheora 1.1.1-5
libtiff 4.3.0-1
libtiff4 3.9.7-5
libtiger 0.3.4-6
libtirpc 1.3.2-1
libtommath 1.2.0-3
libtool 2.4.6+42+gb88cebd5-16
libu2f-server 1.1.0-4
libudev0-shim 1-4
libuninameslist 20200413-2
libunistring 0.9.10-3
libunwind 1.5.0-1
libupnp 1.14.12-2
liburcu 0.13.0-1
liburing 2.1-1
libusb 1.0.24-2
libusb-compat 0.1.7-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-1
libutf8proc 2.6.1-1
libuv 1.42.0-1
libva 2.13.0-1
libva-intel-driver 2.4.1-1
libva-mesa-driver 21.2.5-1
libva-utils 2.13.0-1
libva-vdpau-driver 0.7.4-5
libvdpau 1.4-1
libvdpau-va-gl 0.4.2-3
libvips 8.11.4-1
libvirt 1:7.10.0-2
libvirt-glib 4.0.0-1
libvisio 0.1.7-6
libvisual 0.4.0-8
libvncserver 0.9.13-1
libvoikko 4.3.1-1
libvorbis 1.3.7-2
libvpx 1.11.0-1
libvpx1.3 1.3.0-3
libvterm 0.1.3.git1.65dbda-1
libwacom 1.12-1
libwebp 1.2.1-2
libwmf 0.2.12-2
libwnck3 40.0-1
libwpd 0.10.3-3
libwpe 1.12.0-1
libwpg 0.3.3-2
libwps 0.4.12-1
libwrap 7.6.31-2
libx11 1.7.2-1
libxau 1.0.9-3
libxaw 1.0.14-1
libxcb-git 1.14.r16.g43fbf03-1
libxcomposite 0.4.5-3
libxcrypt 4.4.26-1
libxcursor 1.2.0-2
libxcvt 0.1.1-1
libxdamage 1.1.5-3
libxdg-basedir 1.2.3-1
libxdmcp 1.1.3-3
libxext 1.3.4-3
libxfixes 6.0.0-1
libxfont2 2.0.5-1
libxft 2.3.4-1
libxi 1.8-1
libxinerama 1.1.4-3
libxkbcommon 1.3.1-1
libxkbcommon-x11 1.3.1-1
libxkbfile 1.1.0-2
libxklavier 5.4-3
libxml2 2.9.12-3
libxmlb 0.3.5-1
libxmu 1.1.3-2
libxpm 3.5.13-2
libxrandr 1.5.2-3
libxrender 0.9.10-4
libxres 1.2.1-1
libxshmfence 1.3-2
libxslt 1.1.34-6
libxss 1.2.3-3
libxt 1.2.1-1
libxtst 1.2.3-4
libxv 1.0.11-4
libxvmc 1.0.12-3
libxxf86vm 1.1.4-4
libyaml 0.2.5-1
libytnef 1:2.0-2
libyuv r2266+eb6e7bb6-1
libzapojit 0.0.3+14+g2dace3f-2
libzip 1.8.0-1
libzmf 0.0.2-11
licenses 20200427-1
lightsoff 40.0.1-1
lilv 0.24.12-2
linux 5.15.6.arch2-1
linux-api-headers 5.12.3-1
linux-firmware 20211027.1d00989-1
linux-headers 5.15.6.arch2-1
linux-lts 5.10.83-1
linux-lts-headers 5.10.83-1
linux-zen 5.15.6.zen2-1
linux-zen-headers 5.15.6.zen2-1
lld 13.0.0-1
llvm 13.0.0-3
llvm-libs 13.0.0-3
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
logrotate 3.18.1-1
lpsolve 5.5.2.11-1
lsb-release 1.4-18
lshw B.02.19.2-3
lsof 4.94.0-1
lua 5.4.3-1
lua-language-server 2.4.7-1
lua51 5.1.5-9
lua51-lpeg 1.0.2-3
lua51-mpack 1.0.8-3
lua52 5.2.4-5
lua52-bitop 1.0.2-9
lua52-expat 1.3.0-5
lua52-lpeg 1.0.2-3
lua52-luajson 1.3.4-3
lua52-socket 20200329-1
lua53 5.3.6-1
luajit 2.0.5-3
luarocks 3.8.0-1
luit 20210218-1
lv2 1.18.2-1
lvm2 2.03.14-2
lz4 1:1.9.3-2
lzo 2.10-3
m4 1.4.19-1
mailcap 2.1.53-1
make 4.3-3
mako 1.6-1
malcontent 0.10.3-1
mallard-ducktype 1.0.2-6
man-db 2.9.4-2
man-pages 5.13-1
mariadb-clients 10.6.5-1
mariadb-libs 10.6.5-1
marktext-bin 0.16.3-2
mbedtls 2.27.0-1
mbuffer 20211018-1
md4c 0.4.8-1
mdadm 4.1-2
media-player-info 24-2
meld 3.20.4-1
memcached 1.6.12-1
mercurial 5.9.3-1
mesa 21.2.5-1
mesa-demos 8.4.0-6
mesa-vdpau 21.2.5-1
meson 0.60.2-1
metis 5.1.0.p10-2
minecraft-launcher 928-1
minicom 2.8-1
minikube 1.24.0-1
miniupnpc 2.2.2-1
minizip 1:1.2.11-4
mjpegtools 2.2.1-1
mkinitcpio 31-2
mkinitcpio-busybox 1.34.1-1
mlocate 0.26.git.20170220-7
mobile-broadband-provider-info 20210805-1
mod_dnssd 0.6-8
modemmanager 1.18.4-1
modprobed-db 2.44-1
moreutils 0.66-1
mousetweaks 3.32.0-2
mozilla-common 1.4-6
mpfr 4.1.0.p13-1
mpg123 1.29.2-1
msgpack-c 4.0.0-1
mtdev 1.1.6-1
mtools 1:4.0.36-1
mutter 41.1+r20+ge3931f7b8-1
mypaint-brushes1 1.3.1-1
mypy 0.910-2
nautilus 41.1-1
nautilus-sendto 3.8.6+28+gc87aac4-1
ncdu 1.16-2
ncurses 6.3-1
ndctl 71.1-1
neatvnc 0.4.0-2
neofetch 7.1.0-2
neon 0.32.1-1
neovide-git 0.7.0.r185.g491973f-1
neovim-git 0.5.0.r1230.g9b65a7e06-1
neovim-plug 0.10.0-3
neovim-qt 0.2.16.1-1
neovim-symlinks 4-1
nerd-fonts-complete 2.1.0-8
nerd-fonts-source-code-pro 2.1.0-2
net-snmp 5.9.1-1
net-tools 2.10-1
netcf 0.2.8-8
netctl 1.26-1
netpbm 10.73.36-1
nettle 3.7.3-1
networkmanager 1.32.12-1
networkmanager-openvpn 1.8.16-1
networkmanager-vpnc 1.2.7dev+20+gdca3aea-2
nextcloud-client 1:3.4.0-2
nfs-utils 2.5.4-2
nfsidmap 2.5.4-2
ninja 1.10.2-1
nitrogen 1.6.1-4
nm-connection-editor 1.24.0-1
nmap 7.92-1
node-gyp 8.2.0-1
nodejs 17.1.0-3
nodejs-neovim 4.10.0-1
nodejs-nopt 5.0.0-2
noto-fonts 20201226-2
noto-fonts-emoji 20211101-1
npm 8.1.3-1
npth 1.6-3
nspr 4.32-1
nss 3.73-1
numactl 2.0.14-1
numix-circle-icon-theme-git 21.10.31.r0.gfccd3b9-1
numix-gtk-theme 2.6.7-1
numix-icon-theme-git 21.10.31.r0.g7a28092dd-1
numix-square-icon-theme 21.11.07-1
nvm 0.39.0-1
nvme-cli 1.16-1
oath-toolkit 2.6.7-1
obsidian 0.12.19-1
ocaml 4.12.0-1
ocl-icd 2.3.1-1
oniguruma 6.9.7.1-1
openal 1.21.1-2
opencl-headers 2:2021.04.29-1
opencl-mesa 21.2.5-1
opencore-amr 0.1.5-5
openexr 3.1.3-1
openjpeg2 2.4.0-1
openmpi 4.1.2-1
openresolv 3.12.0-1
openssh 8.8p1-1
openssl 1.1.1.l-1
openssl-1.0 1.0.2.u-1
openvpn 2.5.4-1
opera-ffmpeg-codecs 96.0.4664.45-1
opus 1.3.1-2
opusfile 0.12-1
orc 0.4.32-1
osinfo-db 20211013-1
ostree 2021.6-1
otf-font-awesome 5.15.4-1
p11-kit 0.24.0-2
pa-applet-git 19.3b4f8b3-1
packer 1.7.8-1
pacman 6.0.1-2
pacman-contrib 1.4.0-4
pacman-mirrorlist 20211114-1
pacutils 0.11.1-1
paho-mqtt-c 1.3.9-1
pahole 1.22-1
pam 1.5.2-1
pam-u2f 1.2.0-1
pambase 20211111-1
pandoc 2.14.1-64
pandoc-crossref 0.3.12.0-78
pango 1:1.50.0-2
pangomm 2.46.2-1
pangox-compat 0.0.2+2+gedb9e09-3
papirus-icon-theme 20211201-1
parallel 20211122-1
parted 3.4-2
patch 2.7.6-8
pavucontrol 1:5.0-1
pbzip2 1.1.13-3
pciutils 3.7.0-1
pcre 8.45-1
pcre2 10.39-1
pcsclite 1.9.5-1
pdfjs 2.11.338-1
pdfsam 4.2.8-1
peg 0.1.18-2
perl 5.34.0-2
perl-alien-build 2.42-1
perl-alien-libxml2 0.17-2
perl-capture-tiny 0.48-5
perl-clone 0.45-3
perl-config-inifiles 3.000003-1
perl-dbd-sqlite 1.70-1
perl-dbi 1.643-3
perl-encode-locale 1.05-8
perl-error 0.17029-3
perl-exporter-tiny 1.002002-3
perl-ffi-checklib 0.28-2
perl-file-basedir 0.09-1
perl-file-chdir 0.1011-4
perl-file-desktopentry 0.22-8
perl-file-listing 6.14-2
perl-file-mimeinfo 0.30-2
perl-file-which 1.24-2
perl-html-parser 3.76-2
perl-html-tagset 3.20-11
perl-http-cookies 6.10-2
perl-http-daemon 6.12-1
perl-http-date 6.05-4
perl-http-message 6.33-1
perl-http-negotiate 6.01-9
perl-inc-latest 0.500-8
perl-io-html 1.004-2
perl-io-stringy 2.113-1
perl-io-tty 1.16-1
perl-ipc-run 20180523.0-2
perl-ipc-system-simple 1.30-3
perl-libwww 6.57-1
perl-list-moreutils 0.430-2
perl-list-moreutils-xs 0.430-2
perl-locale-gettext 1.07-11
perl-lwp-mediatypes 6.02-9
perl-mailtools 2.21-5
perl-module-build 0.4231-5
perl-net-http 6.21-2
perl-path-tiny 0.120-1
perl-rename 1.10-2
perl-time-duration 1:1.20-4
perl-timedate 2.33-3
perl-try-tiny 0.31-1
perl-uri 5.10-1
perl-www-robotrules 6.02-9
perl-xml-libxml 2.0207-2
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-3
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
phodav 2.5-1
phoronix-test-suite-git 10.4.0.r148.gaf850b88f-1
php 8.0.13-2
pia-tools 1.1.2-1
picom 8.2-1
pigz 2.6-1
pinentry 1.2.0-1
pipewire 1:0.3.40-1
pipewire-media-session 1:0.4.1-1
pixman 0.40.0-1
pkcs11-helper 1.27.0-2
pkgconf 1.8.0-1
plata-theme 0.9.9-1
playerctl 2.4.1-1
polari 41.0-1
polkit 0.120-2
polkit-gnome 0.105-8
polkit-qt5 0.114.0-1
pop-launcher-git 1.1.0.r4.g98e3866-1
pop-shell-shortcuts-git 1:r30.52cc83f-2
poppler 21.11.0-1
poppler-data 0.4.11-1
poppler-glib 21.11.0-1
popt 1.18-1
portaudio 1:19.7.0-1
potrace 1.16-2
power-profiles-daemon 0.10.1-1
powerline 2.8.2-2
powerline-common 2.8.2-2
powerline-console-fonts-git r104.ge80e3eb-1
powerline-fonts 2.8.2-2
powerpanel 1.4.0-2
powertop 2.14-1
ppp 2.4.9-1
procps-ng 3.3.17-1
protobuf 3.17.3-1
protobuf-c 1.4.0-1
proxychains-ng 4.15-1
psmisc 23.4-1
pugixml 1.11.4-1
pulseaudio 15.0-1
pulseaudio-alsa 1:1.2.5-2
pulseaudio-bluetooth 15.0-1
pulseaudio-qt 1.3-1
pv 1.6.20-1
pyenv 2.2.2-1
pyright 1.1.192-1
python 3.9.9-1
python-aiohttp 3.8.1-2
python-aiosignal 1.2.0-1
python-anytree 2.8.0-3
python-apipkg 1.5-5
python-appdirs 1.4.4-3
python-apscheduler 3.7.0-1
python-argcomplete 1.12.1-1
python-asn1crypto 1.4.0-4
python-astroid 2.9.0-1
python-async-timeout 4.0.1-2
python-atomicwrites 1.4.0-3
python-atspi 2.38.1-1
python-attrs 21.2.0-1
python-babel 2.9.1-1
python-backcall 0.2.0-4
python-bcrypt 3.2.0-3
python-beaker 1.11.0-6
python-boto3 1.20.7-1
python-botocore 1.23.7-1
python-bracex 2.2.1-1
python-cachecontrol 1:0.12.6-1
python-cached-property 1.5.2-3
python-cachetools 4.2.4-1
python-cairo 1.20.1-1
python-certifi 2021.10.8-1
python-cffi 1.15.0-1
python-cfgv 3.3.1-1
python-chardet 4.0.0-3
python-charset-normalizer 2.0.4-1
python-click 8.0.3-1
python-colorama 0.4.4-4
python-commonmark 0.9.1-3
python-configobj 5.0.6.r110.g3e2f4cc-1
python-contextlib2 0.6.0.post1-3
python-coverage 6.1.1-1
python-cryptography 35.0.0-1
python-dateutil 2.8.2-2
python-decorator 5.1.0-1
python-distlib 0.3.3-2
python-distro 1.6.0-2
python-dnspython 1:2.1.0-1
python-docker 5.0.3-1
python-docker-pycreds 0.4.0-7
python-dockerpty 0.4.1-8
python-docopt 0.6.2-9
python-docutils 0.17.1-2
python-dotenv 0.19.2-1
python-dulwich 0.20.26-1
python-enrich 1.2.6-2
python-entrypoints 0.3-6
python-fastimport 0.9.14-1
python-fido2 0.9.3-1
python-filelock 3.4.0-1
python-flask 2.0.2-1
python-frozenlist 1.2.0-1
python-future 0.18.2-5
python-geoip 1.3.2-10
python-geoip2 4.2.0-1
python-gobject 3.42.0-1
python-google-api-core 2.2.2-1
python-google-api-python-client 2.31.0-1
python-google-auth 1.34.0-1
python-google-auth-httplib2 0.1.0-1
python-google-auth-oauthlib 0.4.4-1
python-googleapis-common-protos 1.53.0-1
python-greenlet 1.1.2-1
python-grip 4.5.2-1
python-guzzle-sphinx-theme 0.7.11-8
python-helpdev 0.7.1-3
python-html5lib 1.1-9
python-httplib2 0.19.1-1
python-i3ipc 2.2.1-2
python-identify 2.3.5-1
python-idna 3.3-1
python-imagesize 1.3.0-1
python-importlib-metadata 4.8.1-1
python-iniconfig 1.1.1-1
python-isort 5.10.1-2
python-itsdangerous 2.0.1-1
python-jedi 0.18.0-2
python-jeepney 0.7.1-1
python-jinja 3.0.3-1
python-jmespath 0.10.0-3
python-jsonschema 3.2.0-4
python-keyring 23.0.1-1
python-lazy-object-proxy 1.6.0-1
python-llfuse 1.4.1-1
python-lockfile 0.12.2-9
python-lxml 4.6.4-1
python-mako 1.1.6-1
python-markdown 3.3.6-1
python-markupsafe 2.0.1-1
python-matplotlib-inline 0.1.3-1
python-maxminddb 2.2.0-1
python-mccabe 0.6.1-9
python-memcached 1.59-7
python-mock 3.0.5-6
python-more-itertools 8.10.0-1
python-msgpack 1.0.2-2
python-multidict 5.2.0-1
python-mypy_extensions 0.4.3-3
python-mysql-connector 8.0.27-1
python-nodeenv 1.6.0-1
python-ntlm-auth 1.5.0-3
python-numpy 1.21.3-1
python-oauthlib 3.1.1-1
python-ordered-set 4.0.2-3
python-packaging 20.9-2
python-paramiko 2.7.2-3
python-parso 1:0.8.2-1
python-passlib 1.7.4-3
python-path-and-address 2.0.1-1
python-pathspec 0.9.0-1
python-patiencediff 0.2.2-1
python-pbr 5.7.0-1
python-peewee 3.14.8-2
python-pep517 0.12.0-2
python-periphery 2.3.0-1
python-pew 1.2.0-5
python-pexpect 4.8.0-4
python-pickleshare 0.7.5-6
python-pillow 8.4.0-1
python-pip 20.3.4-2
python-pipenv 2021.11.23-1
python-pipreqs 0.4.11-1
python-pkgconfig 1.5.5-1
python-platformdirs 2.0.2-2
python-pluggy 0.13.1-4
python-ply 3.11-8
python-powerline 2.8.2-2
python-prctl 1.8.1-1
python-pre-commit 2.15.0-1
python-progress 1.6-2
python-prompt_toolkit 3.0.22-1
python-protobuf 3.17.3-1
python-pssh 2.3.1-11
python-psutil 5.8.0-1
python-ptyprocess 0.7.0-2
python-py 1.10.0-1
python-py-cpuinfo 8.0.0-1
python-pyaml 21.8.3-1
python-pyasn1 0.4.8-5
python-pyasn1-modules 0.2.8-4
python-pycodestyle 2.8.0-1
python-pycparser 2.21-1
python-pycups 2.0.1-3
python-pycurl 7.44.1-1
python-pyflakes 2.4.0-1
python-pygments 2.10.0-1
python-pyjwt 2.2.0-1
python-pylint 2.12.1-1
python-pymongo 3.12.1-1
python-pynacl 1.4.0-3
python-pynvim 0.4.3-1
python-pyopenssl 21.0.0-2
python-pyotherside 1.5.9-1
python-pyparsing 2.4.7-3
python-pypeg2 2.15.2-7
python-pyqt5 5.15.6-2
python-pyqt5-sip 12.9.0-1
python-pyqt5-webengine 5.15.5-1
python-pyrsistent 0.18.0-1
python-pyscard 2.0.1-1
python-pysmbc 1.0.23-2
python-pyte 0.8.0-6
python-pytest 6.2.5-1
python-pytest-benchmark 3.4.1-1
python-pytest-cov 2.12.1-4
python-pytest-localserver 0.5.1-1
python-pytest-runner 5.3.1-1
python-pytest-testinfra 6.4.0-1
python-pytoml 0.1.21-6
python-pytz 2021.3-2
python-pytz-deprecation-shim 0.1.0.post0-1
python-pyudev 0.22-5
python-pyusb 1.2.1-1
python-pywinrm 0.4.2-1
python-pyxdg 0.27-2
python-qdarkstyle 3.0.2-1
python-qtpy 1.11.2-1
python-requests 2.26.0-2
python-requests-file 1.5.1-3
python-requests-ntlm 1.1.0-6
python-requests-oauthlib 1.3.0-4
python-resolvelib 0.5.5-2
python-retrying 1.3.3-10
python-rich 10.15.1-1
python-rsa 4.8-1
python-ruamel-yaml 0.17.17-1
python-ruamel.yaml.clib 0.2.6-1
python-s3transfer 0.5.0-1
python-secretstorage 3.3.1-1
python-setproctitle 1.2.2-1
python-setuptools 1:57.4.0-2
python-simplejson 3.17.6-1
python-six 1.16.0-1
python-snowballstemmer 2.2.0-1
python-sphinx 4.3.1-1
python-sphinx-alabaster-theme 0.7.12-6
python-sphinxcontrib-applehelp 1.0.2-6
python-sphinxcontrib-devhelp 1.0.2-6
python-sphinxcontrib-htmlhelp 2.0.0-1
python-sphinxcontrib-jsmath 1.0.1-9
python-sphinxcontrib-qthelp 1.0.3-6
python-sphinxcontrib-serializinghtml 1.1.5-1
python-systemd 234-8
python-sysv_ipc 1.1.0-1
python-tenacity 8.0.1-1
python-texttable 1.6.4-1
python-tldextract 3.1.2-1
python-toml 0.10.2-3
python-tomli 1.2.2-2
python-tornado 6.1.0-3
python-tox 3.24.4-2
python-traitlets 5.1.0-1
python-typed-ast 1.5.0-1
python-typing_extensions 3.10.0.2-2
python-tzdata 2021.5-1
python-tzlocal 4.0.1-1
python-uritemplate 3.0.1-4
python-urllib3 1.26.7-2
python-urwid 2.1.2-1
python-virtualenv 20.8.0-2
python-virtualenv-clone 0.5.7-1
python-wcmatch 8.3-1
python-wcwidth 0.2.5-3
python-webencodings 0.5.1-7
python-websocket-client 0.59.0-1
python-werkzeug 2.0.2-1
python-wheel 0.37.0-2
python-wrapt 1.12.1-4
python-xlib 0.31-1
python-xmltodict 0.12.0-6
python-yaml 5.4.1.1-2
python-yarg 0.1.9-6
python-yarl 1.7.2-1
python-zipp 3.6.0-1
python2 2.7.18-5
qca-qt5 2.3.4-1
qemu 6.1.0-5
qpdf 10.4.0-1
qqc2-desktop-style 5.88.0-1
qqwing 1.3.4-5
qrencode 4.1.1-1
qt5-base 5.15.2+kde+r262-1
qt5-declarative 5.15.2+kde+r41-1
qt5-graphicaleffects 5.15.2-1
qt5-location 5.15.2-4
qt5-multimedia 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-quickcontrols2 5.15.2+kde+r8-1
qt5-speech 5.15.2-1
qt5-svg 5.15.2+kde+r13-1
qt5-tools 5.15.2+kde+r17-4
qt5-wayland 5.15.2+kde+r36-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.7-2
qt5-websockets 5.15.2+kde+r4-1
qt5-x11extras 5.15.2-1
qt5ct 1.5-1
qtkeychain-qt5 0.13.2-1
quadrapassel 40.2-1
quazip 1.2-1
qutebrowser 2.4.0-1
ragel 6.10-3
raptor 2.0.15-17
rasdaemon 0.6.7-2
rasqal 1:0.9.33-4
rav1e 0.4.1-1
rdesktop 1.9.0-2
re2 1:20211101-1
readline 8.1.001-1
redis 6.2.6-1
redland 1:1.0.17-8
redshift-wayland-git 1.12.r25.g7da875d-1
refind 0.13.2-1
reflector 2021.7.8-1
reiserfsprogs 3.6.27-3
remmina 1:1.4.21-1
rest 0.8.1-3
rhash 1.4.2-1
ripgrep 13.0.0-2
rofi 1.7.2-1
rpcbind 1.2.6-2
rpcsvc-proto 1.4.2-1
rpmextract 1.0-9
rsync 3.2.3-4
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
ruby 3.0.3-1
ruby-bundler 2.2.26-1
ruby-dbus 0.15.0-4
ruby-ffi 1.15.4-2
ruby-fusuma 2.1.0-1
